business_id;name;categories;city;stars;text
b1266;Classic Burgers;Restaurants, Hot Dogs, Fries, Fast Food;Tampa;3.0;classic burger restaur hot dog fri fast food
b1305;Copper Alehouse;Breweries, Beer, Bars, Nightlife;Portland;3.5;copper alehous breweri beer bar nightlif
b1165;La Cocina;Tex-Mex, Latin American, Restaurants, Tacos;Tucson;4.5;la cocina latin american restaur taco
b1479;Community Chiropractic;Health & Medical, Optometrists, Doctors, Physical Therapy;Portland;5.0;commun chiropract health medic optometrist doctor physic therapi
b1086;Little Italian Kitchen;Restaurants, Italian;Boulder;4.5;littl italian kitchen restaur italian
b1459;Lakeside Chiropractic;Optometrists, Chiropractors, Dentists, Health & Medical;Tucson;4.0;lakesid chiropract optometrist chiropractor dentist health medic
b1286;Blue Tavern;Bars, Beer, Sports Bars, Breweries;Columbus;4.0;blue tavern bar beer sport bar breweri
b1522;Flow Fitness;Yoga, Gyms, Trainers;Nashville;5.0;flow fit yoga gym trainer
b1571;Market Pantry;Organic Stores, Grocery, Specialty Food, Farmers Market;Tampa;4.5;market pantri organ store groceri specialti food farmer market
b1058;Bella Ristorante;Restaurants, Italian, Wine Bars;Nashville;4.0;bella ristorant restaur italian wine bar
b1262;Smash Burger Joint;American (Traditional), Hot Dogs, Burgers, Fast Food;Austin;3.0;smash burger joint american tradit hot dog burger fast food
b1583;Harvest Mart;Organic Stores, Grocery, Specialty Food;Nashville;4.0;harvest mart organ store groceri specialti food
b1374;Glow Nails;Skin Care, Waxing;Nashville;3.0;glow nail skin care wax
b1735;Plaza Resort;Event Planning & Services, Resorts, Hotels & Travel;Portland;3.0;plaza resort event plan servic resort hotel travel
b1541;Flow Gym;Gyms, Yoga;Madison;5.0;flow gym gym yoga
b1586;Nature Provisions;Convenience Stores, Grocery;Boulder;4.0;natur provis conveni store groceri
b1211;Sakura Wok;Noodles, Sushi Bars, Japanese;Portland;5.0;sakura wok noodl sushi bar japanes
b1084;Mama Pizza;Pasta, Pizza;Phoenix;4.5;mama pizza pasta pizza
b1270;Smash Burgers;Restaurants, Hot Dogs;Austin;5.0;smash burger restaur hot dog
b1050;Roasted Espresso;Juice Bars & Smoothies, Tea Rooms, Bakeries, Donuts;Tampa;3.5;roast espresso juic bar smoothi tea room bakeri donut
b1741;Plaza Resort;Hotels, Resorts, Hotels & Travel;Madison;4.5;plaza resort hotel resort hotel travel
b1664;Wag Pet Shop;Pets, Animal Shelters, Dog Walkers;Madison;3.5;wag pet shop pet anim shelter dog walker
b1238;Smash Burgers;Hot Dogs, Burgers, Restaurants;Boulder;5.0;smash burger hot dog burger restaur
b1589;Green Pantry;Organic Stores, Farmers Market, Specialty Food, Grocery;Tampa;5.0;green pantri organ store farmer market specialti food groceri
b1249;Smash Sandwich Shop;Burgers, Fast Food, Fries;Phoenix;3.0;smash sandwich shop burger fast food fri
b1383;Glow Salon;Barbers, Waxing, Day Spas, Nail Salons;Tampa;5.0;glow salon barber wax day spa nail salon
b1129;La Grill;Tex-Mex, Tacos, Restaurants;Reno;5.0;la grill taco restaur
b1437;Master Auto Body;Car Wash, Tires, Auto Parts;Phoenix;4.0;master auto bodi car wash tire auto part
b1013;Daily Roasters;Juice Bars & Smoothies, Tea Rooms, Bakeries, Coffee & Tea;Nashville;4.0;daili roaster juic bar smoothi tea room bakeri coffe tea
b1420;Precision Auto Repair;Auto Repair, Tires;Portland;4.0;precis auto repair auto repair tire
b1136;El Taqueria;Tacos, Latin American;Madison;4.5;el taqueria taco latin american
b1687;Happy Pet Shop;Pet Groomers, Veterinarians, Pets;Madison;4.5;happi pet shop pet groomer veterinarian pet
b1190;Sakura Sushi;Sushi Bars, Ramen;Portland;3.5;sakura sushi sushi bar ramen
b1205;Jade Ramen;Ramen, Noodles, Thai, Sushi Bars;Austin;3.0;jade ramen ramen noodl thai sushi bar
b1621;Premier Home Services;Contractors, Plumbing, Home Services, Heating & Air Conditioning/HVAC;Austin;3.5;premier home servic contractor plumb home servic heat air
b1106;Mama Pizza;Restaurants, Italian;Boulder;4.5;mama pizza restaur italian
b1508;Core Yoga Studio;Pilates, Trainers, Cycling Classes;Madison;4.5;core yoga studio pilat trainer cycl class
b1209;Jade Wok;Thai, Ramen, Noodles;Phoenix;4.5;jade wok thai ramen noodl
b1029;Cozy Coffee;Donuts, Cafes, Juice Bars & Smoothies;Tampa;4.5;cozi coffe donut cafe juic bar smoothi
b1560;Fresh Pantry;Farmers Market, Grocery;Boulder;5.0;fresh pantri farmer market groceri
b1334;Bliss Nails;Barbers, Beauty & Spas, Waxing;Columbus;4.5;bliss nail barber beauti spa wax
b1182;Bamboo Noodle House;Asian Fusion, Restaurants, Ramen, Thai;Boulder;4.0;bamboo noodl hous asian fusion restaur ramen thai
